cartodb_id,the_geom,total_paro_registrado,paro_sin_empleo_anterior,paro_servicios,paro_mujer_edad_45,paro_mujer_edad_25_45,paro_mujer_edad_25,paro_industria,paro_hombre_edad_45,paro_hombre_edad_25_45,paro_hombre_edad_25,paro_construccion,paro_agricultura,cod_postal,codigo_mes,municipio
64937,,98,5,73,9,18,8,7,38,20,5,7,6,4510,201509,ABLA
16235,,110,6,80,10,31,5,8,32,26,6,8,8,4510,201503,ABLA
8118,,109,7,77,10,32,8,7,32,21,6,10,8,4510,201502,ABLA
81171,,104,4,81,10,23,8,5,33,23,7,8,6,4510,201511,ABLA
48703,,103,4,77,11,24,6,9,38,19,5,8,5,4510,201507,ABLA
56820,,106,6,78,8,23,7,7,42,22,4,9,6,4510,201508,ABLA
24352,,113,5,85,12,32,6,8,34,25,4,8,7,4510,201504,ABLA
89288,,97,3,74,9,19,7,5,30,25,7,8,7,4510,201512,ABLA
73054,,104,5,81,10,19,7,6,37,24,7,6,6,4510,201510,ABLA
32469,,109,5,83,11,31,7,9,34,22,4,7,5,4510,201505,ABLA
1,,115,6,79,9,32,8,7,36,22,8,12,11,4510,201501,ABLA
40586,,108,6,83,12,29,8,8,35,20,4,7,4,4510,201506,ABLA
64938,,88,10,50,10,15,14,3,23,18,8,8,17,4520,201509,ABRUCENA
2,,82,7,46,10,21,7,2,22,17,5,10,17,4520,201501,ABRUCENA
89289,,77,6,46,10,20,10,4,20,13,4,5,16,4520,201512,ABRUCENA
40587,,79,4,49,12,17,10,3,17,22,1,12,11,4520,201506,ABRUCENA
56821,,87,9,49,11,14,12,3,24,20,6,8,18,4520,201508,ABRUCENA
16236,,80,9,46,10,21,10,2,16,19,4,11,12,4520,201503,ABRUCENA
73055,,87,9,50,10,16,11,4,24,20,6,8,16,4520,201510,ABRUCENA
48704,,82,9,48,11,14,11,2,23,20,3,8,15,4520,201507,ABRUCENA
32470,,82,6,51,9,19,11,2,19,22,2,10,13,4520,201505,ABRUCENA
8119,,78,8,42,8,20,6,2,19,21,4,10,16,4520,201502,ABRUCENA
24353,,81,7,46,11,20,9,2,18,20,3,11,15,4520,201504,ABRUCENA
81172,,75,7,45,8,18,11,4,18,17,3,7,12,4520,201511,ABRUCENA
81173,,2570,311,1291,525,674,131,120,556,506,178,391,457,4770,201511,ADRA
48705,,3558,329,2094,727,1096,234,158,609,699,193,416,561,4770,201507,ADRA
64939,,3499,337,2037,722,1058,224,156,603,686,206,422,547,4770,201509,ADRA
56822,,3599,328,2118,736,1104,236,170,618,706,199,407,576,4770,201508,ADRA
89290,,2497,299,1242,508,660,115,121,560,487,167,382,453,4770,201512,ADRA
24354,,3227,351,1637,640,899,219,177,603,679,187,464,598,4770,201504,ADRA
40588,,3319,330,1878,688,1011,225,161,594,616,185,422,528,4770,201506,ADRA
32471,,3195,349,1712,642,949,219,170,570,628,187,439,525,4770,201505,ADRA
16237,,3007,338,1465,577,789,179,153,614,672,176,478,573,4770,201503,ADRA
3,,2667,309,1273,521,673,142,137,568,605,158,478,470,4770,201501,ADRA
8120,,2773,313,1335,533,714,158,146,585,624,159,474,505,4770,201502,ADRA
73056,,2880,340,1482,580,767,166,135,583,585,199,422,501,4770,201510,ADRA
24355,,24,2,13,4,5,2,2,5,8,0,5,2,4857,201504,ALBANCHEZ
48706,,26,2,14,3,6,2,3,5,10,0,4,3,4857,201507,ALBANCHEZ
56823,,22,2,12,0,5,2,2,4,9,2,3,3,4857,201508,ALBANCHEZ
40589,,30,2,17,4,6,2,4,7,11,0,5,2,4857,201506,ALBANCHEZ
64940,,28,1,18,1,7,1,3,7,10,2,3,3,4857,201509,ALBANCHEZ
32472,,25,2,15,4,6,2,2,5,8,0,4,2,4857,201505,ALBANCHEZ
73057,,22,1,15,2,4,1,2,6,8,1,2,2,4857,201510,ALBANCHEZ
4,,29,2,21,2,10,3,2,7,7,0,3,1,4857,201501,ALBANCHEZ
81174,,20,1,13,1,5,1,3,7,5,1,1,2,4857,201511,ALBANCHEZ
89291,,22,2,14,2,4,0,2,7,7,2,2,2,4857,201512,ALBANCHEZ
8121,,29,2,20,3,9,3,2,7,7,0,3,2,4857,201502,ALBANCHEZ
16238,,25,2,15,4,7,2,2,6,6,0,4,2,4857,201503,ALBANCHEZ
56824,,50,2,22,5,12,5,7,12,11,5,11,8,4531,201508,ALBOLODUY
24356,,49,3,26,4,15,4,2,12,10,4,14,4,4531,201504,ALBOLODUY
5,,45,4,25,6,14,3,2,14,6,2,11,3,4531,201501,ALBOLODUY
40590,,50,2,23,6,15,4,7,10,12,3,13,5,4531,201506,ALBOLODUY
16239,,52,4,28,5,17,6,4,12,12,0,11,5,4531,201503,ALBOLODUY
32473,,49,3,26,7,16,4,3,11,8,3,13,4,4531,201505,ALBOLODUY
64941,,49,2,20,5,14,4,7,13,9,4,11,9,4531,201509,ALBOLODUY
8122,,45,4,24,5,12,5,2,10,9,4,13,2,4531,201502,ALBOLODUY
89292,,42,1,21,6,8,2,5,14,9,3,6,9,4531,201512,ALBOLODUY
81175,,44,1,21,4,13,2,6,12,10,3,6,10,4531,201511,ALBOLODUY
48707,,48,2,20,5,9,5,7,14,13,2,12,7,4531,201507,ALBOLODUY
73058,,45,1,21,5,13,2,8,12,9,4,9,6,4531,201510,ALBOLODUY
73059,,1015,118,630,167,299,55,68,210,222,62,138,61,4800,201510,ALBOX
56825,,1036,105,648,158,292,65,66,220,244,57,147,70,4800,201508,ALBOX
40591,,1027,118,632,167,300,73,71,207,218,62,146,60,4800,201506,ALBOX
89293,,944,103,578,160,268,53,57,201,211,51,137,69,4800,201512,ALBOX
24357,,1033,129,615,168,304,69,73,202,213,77,151,65,4800,201504,ALBOX
48708,,1013,116,620,163,288,71,70,214,223,54,143,64,4800,201507,ALBOX
81176,,1006,117,627,168,300,55,61,202,223,58,137,64,4800,201511,ALBOX
6,,984,107,563,163,291,60,86,212,208,50,155,73,4800,201501,ALBOX
16240,,996,119,584,166,294,64,78,210,201,61,149,66,4800,201503,ALBOX
8123,,980,107,569,159,289,63,83,211,207,51,151,70,4800,201502,ALBOX
64942,,1065,126,659,166,304,70,64,214,243,68,147,69,4800,201509,ALBOX
32474,,1067,131,652,166,315,76,74,205,220,85,145,65,4800,201505,ALBOX
64943,,98,5,62,5,15,10,2,41,18,9,21,8,4480,201509,ALCOLEA
32475,,96,10,61,7,19,14,1,32,15,9,17,7,4480,201505,ALCOLEA
48709,,91,7,60,5,17,13,1,35,15,6,17,6,4480,201507,ALCOLEA
73060,,84,6,50,3,11,11,2,37,15,7,19,7,4480,201510,ALCOLEA
81177,,78,6,42,1,12,8,2,36,15,6,19,9,4480,201511,ALCOLEA
24358,,91,10,56,7,21,12,0,29,13,9,16,9,4480,201504,ALCOLEA
56826,,97,6,65,9,16,10,1,38,18,6,18,7,4480,201508,ALCOLEA
89294,,78,5,40,1,8,11,2,36,17,5,23,8,4480,201512,ALCOLEA
8124,,85,4,49,10,20,6,0,32,11,6,21,11,4480,201502,ALCOLEA
7,,80,4,46,10,17,7,0,32,9,5,19,11,4480,201501,ALCOLEA
16241,,86,7,46,9,18,8,1,30,14,7,21,11,4480,201503,ALCOLEA
40592,,98,7,67,7,19,12,0,37,16,7,18,6,4480,201506,ALCOLEA
64944,,28,4,13,7,6,0,2,8,5,2,7,2,4897,201509,ALCONTAR
89295,,25,2,9,7,2,0,5,8,7,1,7,2,4897,201512,ALCONTAR
40593,,34,3,19,7,7,1,3,7,10,2,6,3,4897,201506,ALCONTAR
56827,,32,4,15,7,7,1,3,8,7,2,8,2,4897,201508,ALCONTAR
48710,,31,4,15,7,6,1,3,7,8,2,7,2,4897,201507,ALCONTAR
24359,,34,4,17,7,6,0,2,10,9,2,8,3,4897,201504,ALCONTAR
16242,,34,4,19,7,7,0,2,9,9,2,7,2,4897,201503,ALCONTAR
81178,,25,3,10,7,2,0,2,7,8,1,8,2,4897,201511,ALCONTAR
73061,,27,4,11,7,4,0,3,8,7,1,7,2,4897,201510,ALCONTAR
8125,,29,3,15,6,6,0,2,9,7,1,7,2,4897,201502,ALCONTAR
32476,,31,3,16,7,5,0,2,8,9,2,7,3,4897,201505,ALCONTAR
8,,31,3,16,6,7,0,3,10,8,0,7,2,4897,201501,ALCONTAR
48711,,10,1,8,1,2,0,0,5,2,0,0,1,4276,201507,ALCUDIA DE MONTEAGUD
56828,,9,1,6,1,2,0,0,5,1,0,0,2,4276,201508,ALCUDIA DE MONTEAGUD
89296,,10,1,9,2,2,0,0,4,2,0,0,0,4276,201512,ALCUDIA DE MONTEAGUD
81179,,9,1,8,2,2,0,0,4,1,0,0,0,4276,201511,ALCUDIA DE MONTEAGUD
9,,8,1,7,1,2,0,0,3,2,0,0,0,4276,201501,ALCUDIA DE MONTEAGUD
8126,,6,1,5,1,2,0,0,2,1,0,0,0,4276,201502,ALCUDIA DE MONTEAGUD
73062,,8,1,7,1,2,0,0,4,1,0,0,0,4276,201510,ALCUDIA DE MONTEAGUD
16243,,7,1,4,1,2,0,0,2,2,0,1,1,4276,201503,ALCUDIA DE MONTEAGUD
64945,,10,1,7,1,2,0,0,5,2,0,0,2,4276,201509,ALCUDIA DE MONTEAGUD
32477,,8,1,7,1,4,0,0,1,1,1,0,0,4276,201505,ALCUDIA DE MONTEAGUD
24360,,11,1,9,1,3,0,0,3,4,0,1,0,4276,201504,ALCUDIA DE MONTEAGUD
40594,,10,1,8,1,2,0,0,5,2,0,0,1,4276,201506,ALCUDIA DE MONTEAGUD
40595,,96,7,31,11,24,9,15,27,22,3,37,6,4567,201506,ALHABIA
48712,,87,7,33,10,23,9,7,24,18,3,37,3,4567,201507,ALHABIA
8127,,82,10,33,12,18,7,6,20,22,3,26,7,4567,201502,ALHABIA
64946,,90,7,35,8,29,8,9,22,17,6,34,5,4567,201509,ALHABIA
16244,,88,11,33,12,25,10,6,21,18,2,30,8,4567,201503,ALHABIA
73063,,92,8,30,7,27,6,17,25,21,6,33,4,4567,201510,ALHABIA
24361,,102,10,32,13,26,9,15,28,23,3,37,8,4567,201504,ALHABIA
32478,,102,10,30,12,26,10,15,27,23,4,39,8,4567,201505,ALHABIA
56829,,90,6,39,8,27,7,9,24,19,5,33,3,4567,201508,ALHABIA
10,,99,11,39,13,22,10,16,26,26,2,27,6,4567,201501,ALHABIA
89297,,89,9,31,10,25,6,18,26,20,2,27,4,4567,201512,ALHABIA
81180,,87,9,27,9,24,6,18,21,22,5,29,4,4567,201511,ALHABIA
81181,,410,49,259,87,96,34,29,80,77,36,35,38,4400,201511,ALHAMA DE ALMERIA
64947,,502,51,329,97,121,36,33,98,107,43,42,47,4400,201509,ALHAMA DE ALMERIA
24362,,498,58,323,90,113,42,30,97,112,44,42,45,4400,201504,ALHAMA DE ALMERIA
73064,,458,56,290,98,107,33,31,84,94,42,37,44,4400,201510,ALHAMA DE ALMERIA
89298,,453,52,294,92,102,36,24,87,93,43,39,44,4400,201512,ALHAMA DE ALMERIA
8128,,469,57,295,83,115,30,31,98,105,38,39,47,4400,201502,ALHAMA DE ALMERIA
48713,,509,55,332,101,124,38,32,96,104,46,38,52,4400,201507,ALHAMA DE ALMERIA
32479,,507,59,322,92,117,41,35,99,112,46,45,46,4400,201505,ALHAMA DE ALMERIA
16245,,473,59,297,86,116,35,33,96,106,34,37,47,4400,201503,ALHAMA DE ALMERIA
56830,,504,56,326,96,127,35,31,94,108,44,42,49,4400,201508,ALHAMA DE ALMERIA
40596,,513,55,332,101,120,39,35,102,107,44,43,48,4400,201506,ALHAMA DE ALMERIA
11,,494,54,320,91,121,33,34,93,101,55,37,49,4400,201501,ALHAMA DE ALMERIA
48714,,23,0,20,5,8,0,1,6,2,2,1,1,4409,201507,ALICUN
12,,18,1,15,4,7,0,1,4,1,2,0,1,4409,201501,ALICUN
89299,,20,0,16,4,6,0,1,5,3,2,3,0,4409,201512,ALICUN
8129,,21,0,18,5,9,0,1,5,1,1,0,2,4409,201502,ALICUN
81182,,20,0,16,4,7,0,1,4,2,3,2,1,4409,201511,ALICUN
16246,,22,0,19,5,9,0,1,4,2,2,1,1,4409,201503,ALICUN
73065,,24,0,21,4,7,0,1,7,3,3,1,1,4409,201510,ALICUN
24363,,21,0,17,4,9,0,1,5,1,2,2,1,4409,201504,ALICUN
32480,,25,0,21,4,11,0,1,5,3,2,2,1,4409,201505,ALICUN
64948,,26,0,23,5,9,0,1,6,3,3,1,1,4409,201509,ALICUN
40597,,27,0,23,5,11,0,1,6,2,3,1,2,4409,201506,ALICUN
56831,,24,0,21,5,9,0,1,5,2,3,1,1,4409,201508,ALICUN
32481,,24668,3541,15076,5223,6473,1311,996,5055,5340,1266,3319,1736,4000,201505,ALMERIA
16247,,24784,3596,14975,5153,6358,1238,1084,5176,5548,1311,3488,1641,4000,201503,ALMERIA
14,,12,1,8,5,3,0,1,1,2,1,1,1,4458,201501,ALMOCITA
24365,,14,0,12,4,4,0,1,2,4,0,1,0,4458,201504,ALMOCITA
73067,,13,0,9,5,3,0,1,2,3,0,2,1,4458,201510,ALMOCITA
32482,,16,0,13,4,4,0,1,1,7,0,2,0,4458,201505,ALMOCITA
40599,,17,0,14,5,4,0,1,1,7,0,2,0,4458,201506,ALMOCITA
16248,,15,2,11,5,4,0,1,2,4,0,1,0,4458,201503,ALMOCITA
48716,,14,0,10,5,4,0,1,2,3,0,3,0,4458,201507,ALMOCITA
64950,,14,0,10,5,4,0,1,2,3,0,3,0,4458,201509,ALMOCITA
89301,,8,0,6,4,2,0,1,1,1,0,1,0,4458,201512,ALMOCITA
8131,,15,2,11,5,4,1,1,2,2,1,1,0,4458,201502,ALMOCITA
56833,,14,0,10,5,4,0,1,2,3,0,3,0,4458,201508,ALMOCITA
81184,,10,0,8,4,3,0,1,1,2,0,1,0,4458,201511,ALMOCITA
24366,,10,0,8,1,1,0,0,3,5,0,2,0,4568,201504,ALSODUX
48717,,10,0,9,1,2,0,0,3,4,0,0,1,4568,201507,ALSODUX
8132,,9,2,5,1,2,0,0,2,3,1,2,0,4568,201502,ALSODUX
81185,,4,0,4,0,1,0,0,2,1,0,0,0,4568,201511,ALSODUX
73068,,4,0,4,0,1,0,0,2,1,0,0,0,4568,201510,ALSODUX
15,,10,2,7,1,2,0,0,3,3,1,1,0,4568,201501,ALSODUX
56834,,9,0,8,1,2,0,0,3,3,0,1,0,4568,201508,ALSODUX
89302,,7,0,7,1,1,0,0,2,3,0,0,0,4568,201512,ALSODUX
32483,,9,0,8,0,3,0,0,3,3,0,0,1,4568,201505,ALSODUX
64951,,9,0,9,1,2,0,0,2,4,0,0,0,4568,201509,ALSODUX
40600,,13,0,11,1,3,0,0,5,4,0,1,1,4568,201506,ALSODUX
16249,,7,0,6,1,0,0,0,2,4,0,1,0,4568,201503,ALSODUX
89303,,173,13,113,36,63,7,5,28,28,11,17,25,4628,201512,ANTAS
48718,,192,12,124,45,59,6,4,38,33,11,19,33,4628,201507,ANTAS
32484,,188,17,120,38,60,12,3,34,34,10,23,25,4628,201505,ANTAS
64952,,206,14,148,39,63,10,5,47,33,14,18,21,4628,201509,ANTAS
16,,201,15,126,40,75,10,4,32,31,13,28,28,4628,201501,ANTAS
24367,,188,18,121,42,64,11,3,36,27,8,24,22,4628,201504,ANTAS
73069,,186,16,124,41,58,10,5,32,30,15,18,23,4628,201510,ANTAS
56835,,200,13,136,44,58,5,4,45,38,10,21,26,4628,201508,ANTAS
81186,,181,15,126,39,65,9,5,25,29,14,16,19,4628,201511,ANTAS
8133,,195,15,123,39,66,10,4,33,36,11,29,24,4628,201502,ANTAS
16250,,194,18,123,40,62,13,3,36,35,8,28,22,4628,201503,ANTAS
40601,,198,12,121,40,67,9,6,36,35,11,21,38,4628,201506,ANTAS
8134,,160,15,98,27,48,11,5,29,35,10,29,13,4660,201502,ARBOLEAS
48719,,188,14,116,27,50,18,7,39,45,9,36,15,4660,201507,ARBOLEAS
56836,,202,16,124,29,51,18,8,40,53,11,38,16,4660,201508,ARBOLEAS
73070,,170,17,98,28,46,14,7,33,38,11,36,12,4660,201510,ARBOLEAS
40602,,188,20,109,29,55,19,9,40,34,11,35,15,4660,201506,ARBOLEAS
16251,,184,17,112,31,52,12,9,37,40,12,30,16,4660,201503,ARBOLEAS
81187,,165,16,93,30,42,13,6,32,38,10,39,11,4660,201511,ARBOLEAS
64953,,192,17,117,33,49,14,8,36,47,13,35,15,4660,201509,ARBOLEAS
17,,155,16,90,26,47,10,5,26,38,8,30,14,4660,201501,ARBOLEAS
32485,,191,18,114,31,57,17,10,37,37,12,33,16,4660,201505,ARBOLEAS
24368,,179,18,113,31,53,11,10,37,34,13,26,12,4660,201504,ARBOLEAS
89304,,158,15,89,29,40,10,6,34,37,8,35,13,4660,201512,ARBOLEAS
56837,,28,2,18,6,9,0,4,5,4,4,4,0,4888,201508,ARMUÑA DE ALMANZORA
40603,,30,2,17,6,8,0,5,5,7,4,5,1,4888,201506,ARMUÑA DE ALMANZORA
73071,,25,2,18,6,5,0,3,1,8,5,1,1,4888,201510,ARMUÑA DE ALMANZORA
64954,,24,2,17,7,6,0,3,2,6,3,1,1,4888,201509,ARMUÑA DE ALMANZORA
32486,,24,3,13,6,8,0,4,4,4,2,3,1,4888,201505,ARMUÑA DE ALMANZORA
24369,,26,3,16,7,9,0,4,5,3,2,2,1,4888,201504,ARMUÑA DE ALMANZORA
18,,30,4,13,6,11,1,5,4,5,3,6,2,4888,201501,ARMUÑA DE ALMANZORA
16252,,31,5,14,7,11,0,5,4,4,5,5,2,4888,201503,ARMUÑA DE ALMANZORA
48720,,29,2,18,6,8,0,4,6,5,4,4,1,4888,201507,ARMUÑA DE ALMANZORA
89305,,28,4,14,5,6,0,3,3,11,3,4,3,4888,201512,ARMUÑA DE ALMANZORA
8135,,31,4,15,7,11,0,5,5,4,4,5,2,4888,201502,ARMUÑA DE ALMANZORA
81188,,30,3,17,6,6,0,3,4,10,4,4,3,4888,201511,ARMUÑA DE ALMANZORA
8136,,11,1,6,1,3,1,1,2,3,1,2,1,4889,201502,BACARES
56838,,14,4,10,1,3,2,0,3,2,3,0,0,4889,201508,BACARES
19,,8,0,4,2,1,0,1,2,3,0,2,1,4889,201501,BACARES
32487,,12,3,7,1,2,1,1,2,3,3,0,1,4889,201505,BACARES
48721,,12,4,7,1,2,2,1,2,2,3,0,0,4889,201507,BACARES
81189,,11,1,10,2,2,1,0,3,2,1,0,0,4889,201511,BACARES
8130,,24926,3481,15199,5152,6363,1210,1084,5244,5700,1257,3557,1605,4000,201502,ALMERIA
40598,,24988,3248,15551,5422,6673,1161,969,5129,5425,1178,3272,1948,4000,201506,ALMERIA
81183,,23419,3119,14865,5209,6144,1111,885,5014,4807,1134,3077,1473,4000,201511,ALMERIA
73066,,24360,3150,15610,5356,6611,1150,897,5063,5034,1146,3106,1597,4000,201510,ALMERIA
48715,,24665,3203,15322,5341,6585,1133,943,5112,5324,1170,3220,1977,4000,201507,ALMERIA
24364,,24548,3613,14862,5156,6332,1272,1037,5069,5428,1291,3417,1619,4000,201504,ALMERIA
24370,,13,3,8,1,3,1,1,2,3,3,0,1,4889,201504,BACARES
16253,,13,1,8,1,3,1,1,3,3,2,2,1,4889,201503,BACARES
64955,,15,4,11,2,3,2,0,3,2,3,0,0,4889,201509,BACARES
89306,,8,1,7,2,2,1,0,2,1,0,0,0,4889,201512,BACARES
40604,,12,3,7,1,2,1,1,1,4,3,0,1,4889,201506,BACARES
73072,,12,1,11,2,3,1,0,3,2,1,0,0,4889,201510,BACARES
73073,,13,1,8,1,1,2,0,3,6,0,2,2,4479,201510,BAYARCAL
40605,,20,0,16,2,3,1,0,4,8,2,3,1,4479,201506,BAYARCAL
16254,,12,0,9,1,1,1,0,2,6,1,1,2,4479,201503,BAYARCAL
32488,,18,0,14,2,3,2,0,4,6,1,2,2,4479,201505,BAYARCAL
20,,13,1,5,1,1,1,0,3,6,1,3,4,4479,201501,BAYARCAL
8137,,12,0,6,0,1,0,0,3,7,1,3,3,4479,201502,BAYARCAL
24371,,15,0,12,1,2,2,0,3,5,2,1,2,4479,201504,BAYARCAL
89307,,14,1,7,1,0,1,0,6,6,0,4,2,4479,201512,BAYARCAL
81190,,12,1,6,1,1,1,0,2,7,0,3,2,4479,201511,BAYARCAL
56839,,24,2,15,1,4,3,1,6,8,2,4,2,4479,201508,BAYARCAL
48722,,21,1,15,1,4,2,1,4,8,2,2,2,4479,201507,BAYARCAL
64956,,20,2,11,1,2,2,0,4,10,1,4,3,4479,201509,BAYARCAL
24372,,12,0,8,1,3,1,0,4,2,1,3,1,4888,201504,BAYARQUE
8138,,13,0,8,3,4,0,0,3,2,1,4,1,4888,201502,BAYARQUE
48723,,12,0,9,1,4,0,0,4,3,0,2,1,4888,201507,BAYARQUE
32489,,12,0,7,1,4,1,0,2,2,2,4,1,4888,201505,BAYARQUE
56840,,16,0,12,2,5,1,0,4,4,0,4,0,4888,201508,BAYARQUE
40606,,10,0,7,1,3,1,0,2,3,0,2,1,4888,201506,BAYARQUE
81191,,12,0,9,1,5,0,0,3,3,0,3,0,4888,201511,BAYARQUE
21,,13,0,10,3,4,0,0,2,3,1,2,1,4888,201501,BAYARQUE
73074,,14,0,11,1,5,1,0,4,3,0,3,0,4888,201510,BAYARQUE
89308,,10,0,9,1,5,0,0,3,1,0,1,0,4888,201512,BAYARQUE
64957,,15,0,11,1,5,1,0,4,4,0,4,0,4888,201509,BAYARQUE
16255,,10,0,7,1,4,0,0,3,1,1,3,0,4888,201503,BAYARQUE
64958,,56,8,40,13,13,4,3,20,4,2,4,1,4288,201509,BEDAR
8139,,63,6,46,13,15,4,3,21,7,3,6,2,4288,201502,BEDAR
89309,,52,8,35,12,11,3,4,18,5,3,4,1,4288,201512,BEDAR
24373,,62,9,43,13,12,5,2,20,8,4,6,2,4288,201504,BEDAR
73075,,56,8,39,13,12,4,3,18,7,2,5,1,4288,201510,BEDAR
81192,,58,8,41,13,12,4,4,20,6,3,4,1,4288,201511,BEDAR
56841,,53,8,35,12,11,4,3,18,5,3,4,3,4288,201508,BEDAR
32490,,59,9,40,13,11,3,3,21,6,5,5,2,4288,201505,BEDAR
22,,59,6,41,10,15,4,3,21,7,2,7,2,4288,201501,BEDAR
40607,,55,8,38,12,10,3,3,22,5,3,4,2,4288,201506,BEDAR
48724,,54,8,36,12,10,3,3,22,4,3,5,2,4288,201507,BEDAR
16256,,63,8,44,14,12,5,2,21,8,3,7,2,4288,201503,BEDAR
40608,,8,2,6,1,1,2,0,1,3,0,0,0,4458,201506,BEIRES
32491,,7,2,5,1,0,2,0,1,3,0,0,0,4458,201505,BEIRES
56842,,5,1,4,1,1,1,0,1,1,0,0,0,4458,201508,BEIRES
81193,,4,1,3,1,1,1,0,1,0,0,0,0,4458,201511,BEIRES
64959,,7,2,5,1,1,1,0,2,1,1,0,0,4458,201509,BEIRES
48725,,6,1,5,1,1,2,0,1,1,0,0,0,4458,201507,BEIRES
16257,,3,1,2,1,0,1,0,1,0,0,0,0,4458,201503,BEIRES
24374,,4,1,3,1,0,1,0,1,1,0,0,0,4458,201504,BEIRES
89310,,4,1,3,1,1,1,0,1,0,0,0,0,4458,201512,BEIRES
23,,1,0,1,0,0,0,0,1,0,0,0,0,4458,201501,BEIRES
73076,,7,2,5,1,1,1,0,2,1,1,0,0,4458,201510,BEIRES
8140,,3,0,3,1,1,0,0,1,0,0,0,0,4458,201502,BEIRES
64960,,586,58,410,124,173,36,29,120,100,33,59,30,4410,201509,BENAHADUX
48726,,505,52,347,121,145,27,26,103,85,24,54,26,4410,201507,BENAHADUX
24,,540,69,335,117,153,25,34,110,101,34,72,30,4410,201501,BENAHADUX
81194,,498,56,333,110,139,29,25,102,86,32,53,31,4410,201511,BENAHADUX
8141,,543,69,340,119,159,27,32,106,101,31,71,31,4410,201502,BENAHADUX
16258,,521,68,330,113,150,26,28,103,95,34,70,25,4410,201503,BENAHADUX
40609,,512,57,339,123,143,27,31,103,88,28,58,27,4410,201506,BENAHADUX
73077,,551,59,383,123,172,32,25,104,90,30,54,30,4410,201510,BENAHADUX
89311,,476,53,315,104,132,25,28,100,87,28,57,23,4410,201512,BENAHADUX
24375,,523,71,332,120,142,30,33,106,89,36,65,22,4410,201504,BENAHADUX
56843,,527,54,359,115,147,28,26,119,93,25,66,22,4410,201508,BENAHADUX
32492,,526,69,344,123,147,32,31,96,90,38,58,24,4410,201505,BENAHADUX
8142,,4,0,4,1,0,0,0,1,1,1,0,0,4276,201502,BENITAGLA
24376,,1,0,1,0,0,0,0,0,0,1,0,0,4276,201504,BENITAGLA
25,,1,0,1,0,0,0,0,0,1,0,0,0,4276,201501,BENITAGLA
40610,,3,1,2,0,1,0,0,0,1,1,0,0,4276,201506,BENITAGLA
64961,,4,1,3,1,0,0,0,0,1,2,0,0,4276,201509,BENITAGLA
32493,,1,0,1,0,0,0,0,0,0,1,0,0,4276,201505,BENITAGLA
56844,,3,1,2,1,0,0,0,0,1,1,0,0,4276,201508,BENITAGLA
73078,,5,2,3,1,0,0,0,0,1,3,0,0,4276,201510,BENITAGLA
89312,,5,1,4,1,0,1,0,1,1,1,0,0,4276,201512,BENITAGLA
48727,,3,1,2,1,0,0,0,0,1,1,0,0,4276,201507,BENITAGLA
81195,,3,1,2,0,0,0,0,0,1,2,0,0,4276,201511,BENITAGLA
16259,,1,0,1,0,0,0,0,0,0,1,0,0,4276,201503,BENITAGLA
73079,,20,3,14,5,5,1,0,7,2,0,2,1,4276,201510,BENIZALON
81196,,19,3,12,5,4,1,0,5,4,0,2,2,4276,201511,BENIZALON
16260,,26,6,16,4,8,4,1,6,2,2,3,0,4276,201503,BENIZALON
32494,,27,5,18,6,8,2,0,7,3,1,4,0,4276,201505,BENIZALON
56845,,23,3,14,4,3,3,0,8,4,1,3,3,4276,201508,BENIZALON
24377,,32,6,21,5,9,4,1,7,5,2,4,0,4276,201504,BENIZALON
64962,,25,3,16,5,5,3,0,9,2,1,3,3,4276,201509,BENIZALON
48728,,19,3,11,4,3,2,0,6,3,1,3,2,4276,201507,BENIZALON
8143,,27,6,15,5,8,3,1,6,2,3,3,2,4276,201502,BENIZALON
89313,,24,3,18,7,5,2,0,6,3,1,2,1,4276,201512,BENIZALON
26,,33,8,18,5,9,4,1,7,4,4,4,2,4276,201501,BENIZALON
40611,,25,3,17,5,7,2,0,7,4,0,4,1,4276,201506,BENIZALON
89314,,18,0,13,5,0,0,1,5,8,0,4,0,4569,201512,BENTARIQUE
27,,24,1,18,3,5,1,0,5,10,0,2,3,4569,201501,BENTARIQUE
40612,,31,0,23,3,7,0,1,6,15,0,5,2,4569,201506,BENTARIQUE
8144,,30,2,21,3,7,2,0,5,13,0,5,2,4569,201502,BENTARIQUE
32495,,34,2,25,4,7,2,1,6,15,0,5,1,4569,201505,BENTARIQUE
56846,,34,1,23,4,7,2,1,7,14,0,7,2,4569,201508,BENTARIQUE
48729,,30,0,22,3,5,1,2,6,15,0,4,2,4569,201507,BENTARIQUE
24378,,29,2,21,3,7,2,0,3,14,0,5,1,4569,201504,BENTARIQUE
