cartodb_id,the_geom,total_paro_registrado,paro_sin_empleo_anterior,paro_servicios,paro_mujer_edad_45,paro_mujer_edad_25_45,paro_mujer_edad_25,paro_industria,paro_hombre_edad_45,paro_hombre_edad_25_45,paro_hombre_edad_25,paro_construccion,paro_agricultura,cod_postal,codigo_mes,municipio
16261,,33,2,24,3,10,2,0,4,14,0,5,2,4569,201503,BENTARIQUE
64963,,38,1,27,4,8,2,1,7,17,0,7,2,4569,201509,BENTARIQUE
81197,,28,0,17,4,5,0,1,6,13,0,8,2,4569,201511,BENTARIQUE
73080,,32,1,22,4,7,2,1,6,13,0,6,2,4569,201510,BENTARIQUE
73081,,1646,151,846,318,405,95,63,406,322,100,282,304,4760,201510,BERJA
40613,,1995,151,1142,376,577,151,63,421,353,117,281,358,4760,201506,BERJA
28,,1672,146,731,292,378,72,65,458,386,86,403,327,4760,201501,BERJA
64964,,1920,161,1054,358,513,135,67,429,369,116,292,346,4760,201509,BERJA
89315,,1497,126,713,286,330,82,58,399,329,71,305,295,4760,201512,BERJA
16262,,1756,144,819,305,412,103,64,440,393,103,363,366,4760,201503,BERJA
8145,,1708,143,768,298,406,86,62,449,383,86,384,351,4760,201502,BERJA
24379,,1909,158,982,340,489,139,68,423,386,132,333,368,4760,201504,BERJA
81198,,1508,133,740,290,352,87,56,391,310,78,290,289,4760,201511,BERJA
56847,,2129,166,1212,381,590,158,65,441,439,120,295,391,4760,201508,BERJA
32496,,1856,159,1002,344,509,145,65,402,341,115,286,344,4760,201505,BERJA
48730,,2077,161,1195,385,584,166,64,434,390,118,283,374,4760,201507,BERJA
32497,,135,15,83,14,24,14,8,37,29,17,19,10,4450,201505,CANJAYAR
56848,,141,18,79,13,20,11,9,45,34,18,26,9,4450,201508,CANJAYAR
40614,,144,18,87,15,24,14,7,44,29,18,21,11,4450,201506,CANJAYAR
24380,,136,18,79,15,22,13,8,41,30,15,19,12,4450,201504,CANJAYAR
48731,,142,18,82,14,21,12,7,45,33,17,25,10,4450,201507,CANJAYAR
8146,,141,17,74,14,23,11,6,40,39,14,26,18,4450,201502,CANJAYAR
81199,,118,14,70,11,13,11,5,37,32,14,19,10,4450,201511,CANJAYAR
64965,,145,17,87,12,21,14,9,43,38,17,22,10,4450,201509,CANJAYAR
89316,,117,13,68,12,14,9,6,39,30,13,20,10,4450,201512,CANJAYAR
73082,,124,15,72,11,15,11,6,39,33,15,20,11,4450,201510,CANJAYAR
29,,142,16,76,13,23,8,5,41,39,18,28,17,4450,201501,CANJAYAR
16263,,127,18,68,16,18,8,8,36,33,16,20,13,4450,201503,CANJAYAR
30,,327,31,167,40,79,9,44,99,76,24,56,29,4850,201501,CANTORIA
24381,,326,31,181,46,80,10,44,101,67,22,46,24,4850,201504,CANTORIA
8147,,327,31,173,43,81,9,42,100,72,22,55,26,4850,201502,CANTORIA
48732,,315,34,177,50,79,13,34,93,59,21,47,23,4850,201507,CANTORIA
16264,,335,33,181,47,79,11,43,107,69,22,50,28,4850,201503,CANTORIA
73083,,330,40,183,54,81,17,36,93,59,26,47,24,4850,201510,CANTORIA
56849,,333,35,180,52,82,14,35,97,65,23,59,24,4850,201508,CANTORIA
89317,,313,32,179,49,73,15,37,98,54,24,44,21,4850,201512,CANTORIA
64966,,331,39,187,54,82,17,36,96,60,22,45,24,4850,201509,CANTORIA
32498,,316,31,179,46,81,10,38,101,55,23,44,24,4850,201505,CANTORIA
81200,,321,38,179,53,78,17,36,93,55,25,45,23,4850,201511,CANTORIA
40615,,340,38,192,51,88,13,37,99,64,25,51,22,4850,201506,CANTORIA
81201,,803,76,487,163,235,29,61,152,174,50,101,78,4140,201511,CARBONERAS
48733,,643,70,368,146,188,21,63,121,131,36,89,53,4140,201507,CARBONERAS
64967,,730,62,459,162,216,27,56,136,152,37,91,62,4140,201509,CARBONERAS
73084,,818,74,499,172,232,41,52,144,183,46,100,93,4140,201510,CARBONERAS
24382,,775,87,450,166,230,42,51,140,156,41,79,108,4140,201504,CARBONERAS
16265,,824,93,464,168,228,36,63,152,187,53,92,112,4140,201503,CARBONERAS
40616,,698,80,409,163,201,33,62,123,141,37,91,56,4140,201506,CARBONERAS
31,,783,80,452,157,218,36,75,146,186,40,94,82,4140,201501,CARBONERAS
8148,,870,95,492,163,251,39,72,163,195,59,103,108,4140,201502,CARBONERAS
32499,,754,87,435,163,214,38,61,136,163,40,94,77,4140,201505,CARBONERAS
89318,,777,77,472,165,224,29,59,143,168,48,101,68,4140,201512,CARBONERAS
56850,,620,55,367,150,182,17,62,121,121,29,85,51,4140,201508,CARBONERAS
64968,,14,2,10,3,5,2,0,2,1,1,1,1,4212,201509,CASTRO DE FILABRES
24383,,10,2,6,2,2,2,0,0,3,1,1,1,4212,201504,CASTRO DE FILABRES
16266,,3,1,2,1,0,1,0,0,1,0,0,0,4212,201503,CASTRO DE FILABRES
56851,,10,2,7,3,3,2,0,1,0,1,0,1,4212,201508,CASTRO DE FILABRES
32500,,10,2,6,2,2,2,0,1,2,1,1,1,4212,201505,CASTRO DE FILABRES
89319,,4,0,3,1,1,0,0,1,1,0,1,0,4212,201512,CASTRO DE FILABRES
40617,,8,2,5,2,2,2,0,1,0,1,0,1,4212,201506,CASTRO DE FILABRES
81202,,6,0,4,2,2,0,0,1,1,0,1,1,4212,201511,CASTRO DE FILABRES
48734,,9,2,6,2,3,2,0,1,0,1,0,1,4212,201507,CASTRO DE FILABRES
32,,5,2,3,1,1,1,0,1,1,0,0,0,4212,201501,CASTRO DE FILABRES
8149,,5,1,4,1,1,1,0,0,2,0,0,0,4212,201502,CASTRO DE FILABRES
73085,,11,1,8,3,3,2,0,2,1,0,1,1,4212,201510,CASTRO DE FILABRES
48737,,29,2,22,1,6,3,4,7,9,3,0,1,4859,201507,CHERCOS
64971,,28,2,20,0,8,3,5,7,8,2,0,1,4859,201509,CHERCOS
8152,,28,1,17,0,5,2,8,6,13,2,1,1,4859,201502,CHERCOS
24386,,33,2,22,1,7,3,7,6,12,4,1,1,4859,201504,CHERCOS
81205,,29,2,19,0,6,2,5,6,12,3,2,1,4859,201511,CHERCOS
89322,,25,2,16,0,7,2,6,5,8,3,1,0,4859,201512,CHERCOS
32503,,27,2,19,1,7,3,4,4,8,4,1,1,4859,201505,CHERCOS
56854,,32,2,24,1,8,3,5,8,9,3,0,1,4859,201508,CHERCOS
40620,,30,2,23,1,7,3,3,6,10,3,1,1,4859,201506,CHERCOS
16269,,30,2,19,1,7,2,7,5,12,3,1,1,4859,201503,CHERCOS
35,,24,1,14,1,4,1,7,7,9,2,1,1,4859,201501,CHERCOS
73088,,29,2,21,0,9,3,5,7,8,2,0,1,4859,201510,CHERCOS
32504,,91,11,67,7,23,10,2,15,24,12,6,5,4825,201505,CHIRIVEL
81206,,66,6,50,8,18,5,1,15,15,5,3,6,4825,201511,CHIRIVEL
16270,,73,8,49,6,15,7,4,19,19,7,6,6,4825,201503,CHIRIVEL
73089,,85,7,63,9,24,6,2,21,19,6,5,8,4825,201510,CHIRIVEL
24387,,76,11,49,6,14,10,4,19,18,9,6,6,4825,201504,CHIRIVEL
89323,,66,9,44,8,17,4,1,16,14,7,5,7,4825,201512,CHIRIVEL
64972,,85,7,64,8,23,6,2,18,24,6,5,7,4825,201509,CHIRIVEL
56855,,82,7,60,9,21,6,1,18,20,8,8,6,4825,201508,CHIRIVEL
36,,90,4,67,7,23,9,6,21,21,9,7,6,4825,201501,CHIRIVEL
40621,,95,11,70,7,23,8,3,19,26,12,5,6,4825,201506,CHIRIVEL
48738,,91,8,71,9,21,6,2,21,23,11,5,5,4825,201507,CHIRIVEL
8153,,81,6,59,5,22,9,4,21,16,8,6,6,4825,201502,CHIRIVEL
73086,,20,1,17,1,6,0,0,5,6,2,1,1,4859,201510,COBDAR
24384,,13,0,11,1,5,1,0,2,4,0,1,1,4859,201504,COBDAR
64969,,19,0,17,1,6,0,0,5,5,2,1,1,4859,201509,COBDAR
89320,,15,1,11,2,5,0,0,3,5,0,1,2,4859,201512,COBDAR
56852,,17,0,14,1,4,0,0,5,5,2,2,1,4859,201508,COBDAR
32501,,11,0,9,1,5,0,0,2,2,1,1,1,4859,201505,COBDAR
81203,,15,1,13,2,5,0,0,3,5,0,0,1,4859,201511,COBDAR
16267,,12,0,10,1,2,2,1,2,4,1,0,1,4859,201503,COBDAR
8150,,11,0,9,1,1,2,1,2,3,2,0,1,4859,201502,COBDAR
40618,,12,0,10,1,4,1,0,3,2,1,1,1,4859,201506,COBDAR
33,,12,0,10,1,2,0,1,3,4,2,0,1,4859,201501,COBDAR
48735,,14,0,12,1,3,1,0,4,3,2,1,1,4859,201507,COBDAR
34,,1336,122,726,237,360,64,55,292,330,53,220,213,4610,201501,CUEVAS DEL ALMANZORA
16268,,1274,116,688,241,355,63,52,265,295,55,207,211,4610,201503,CUEVAS DEL ALMANZORA
24385,,1317,120,746,249,373,66,50,261,311,57,190,211,4610,201504,CUEVAS DEL ALMANZORA
8151,,1316,117,720,242,372,61,56,285,303,53,218,205,4610,201502,CUEVAS DEL ALMANZORA
81204,,1311,123,795,255,375,72,43,248,292,69,166,184,4610,201511,CUEVAS DEL ALMANZORA
89321,,1327,117,791,256,377,73,45,262,294,65,172,202,4610,201512,CUEVAS DEL ALMANZORA
64970,,1380,132,812,247,378,72,44,282,334,67,173,219,4610,201509,CUEVAS DEL ALMANZORA
40619,,1252,121,700,245,331,59,45,252,310,55,188,198,4610,201506,CUEVAS DEL ALMANZORA
56853,,1299,126,724,241,333,62,46,276,329,58,181,222,4610,201508,CUEVAS DEL ALMANZORA
48736,,1225,129,680,243,319,66,45,257,278,62,173,198,4610,201507,CUEVAS DEL ALMANZORA
32502,,1301,122,735,255,351,68,47,254,315,58,187,210,4610,201505,CUEVAS DEL ALMANZORA
73087,,1342,120,809,254,384,72,47,260,310,62,170,196,4610,201510,CUEVAS DEL ALMANZORA
8154,,282,21,149,50,65,14,12,74,64,15,55,45,4750,201502,DALIAS
32505,,342,26,210,61,91,32,10,69,68,21,52,44,4750,201505,DALIAS
48739,,396,24,266,71,116,36,11,75,72,26,51,44,4750,201507,DALIAS
81207,,269,25,157,56,65,18,8,62,54,14,47,32,4750,201511,DALIAS
16271,,293,20,164,53,73,16,10,75,60,16,53,46,4750,201503,DALIAS
40622,,348,24,224,68,95,31,10,67,66,21,49,41,4750,201506,DALIAS
37,,294,19,160,52,71,14,12,77,69,11,59,44,4750,201501,DALIAS
73090,,291,28,176,56,73,20,8,64,59,19,45,34,4750,201510,DALIAS
64973,,354,27,228,66,100,33,9,66,64,25,47,43,4750,201509,DALIAS
24388,,333,24,197,62,86,24,9,73,68,20,56,47,4750,201504,DALIAS
89324,,257,24,148,56,59,14,6,63,51,14,48,31,4750,201512,DALIAS
56856,,397,24,269,68,128,35,9,70,71,25,52,43,4750,201508,DALIAS
24452,,9331,1221,4430,1568,2756,621,326,1637,2217,532,762,2592,4700,201504,"EJIDO, EL"
65037,,10139,1010,5616,1774,3192,615,358,1745,2296,517,658,2497,4700,201509,"EJIDO, EL"
89388,,7136,838,3460,1311,2100,345,255,1411,1650,319,601,1982,4700,201512,"EJIDO, EL"
56920,,10870,1011,6086,1872,3428,624,388,1843,2587,516,668,2717,4700,201508,"EJIDO, EL"
16335,,9072,1204,4128,1460,2604,548,295,1662,2283,515,806,2639,4700,201503,"EJIDO, EL"
32569,,9423,1201,4634,1608,2866,665,306,1591,2150,543,711,2571,4700,201505,"EJIDO, EL"
73154,,8375,964,4266,1471,2516,509,296,1560,1913,406,637,2212,4700,201510,"EJIDO, EL"
101,,8729,1063,3989,1437,2417,461,303,1671,2305,438,853,2521,4700,201501,"EJIDO, EL"
8218,,8862,1082,4035,1454,2504,455,299,1670,2343,436,842,2604,4700,201502,"EJIDO, EL"
48803,,10817,1018,6022,1859,3397,631,366,1804,2604,522,656,2755,4700,201507,"EJIDO, EL"
81271,,7447,892,3716,1348,2233,421,252,1406,1689,350,583,2004,4700,201511,"EJIDO, EL"
40686,,10066,1078,5309,1780,3163,633,314,1674,2333,483,678,2687,4700,201506,"EJIDO, EL"
38,,21,1,14,4,4,0,1,7,6,0,4,1,4729,201501,ENIX
81208,,20,1,14,3,2,0,2,11,4,0,3,0,4729,201511,ENIX
40623,,26,1,18,5,4,0,2,10,7,0,5,0,4729,201506,ENIX
32506,,26,1,18,5,4,0,2,10,7,0,5,0,4729,201505,ENIX
8155,,23,1,15,4,3,0,2,10,6,0,4,1,4729,201502,ENIX
73091,,24,1,17,4,2,0,2,10,7,1,3,1,4729,201510,ENIX
56857,,25,1,18,5,3,0,2,10,7,0,4,0,4729,201508,ENIX
16272,,26,1,20,4,5,0,2,11,6,0,3,0,4729,201503,ENIX
24389,,28,1,20,4,5,0,2,11,7,1,5,0,4729,201504,ENIX
64974,,26,1,20,5,3,0,1,10,7,1,3,1,4729,201509,ENIX
89325,,21,1,15,3,2,0,2,11,5,0,3,0,4729,201512,ENIX
48740,,28,1,19,5,4,0,2,10,8,1,5,1,4729,201507,ENIX
89326,,36,3,26,5,7,2,0,10,10,2,2,5,4728,201512,FELIX
24390,,45,5,33,8,11,3,1,12,8,3,1,5,4728,201504,FELIX
16273,,43,5,31,8,11,3,2,12,6,3,0,5,4728,201503,FELIX
48741,,40,3,32,7,9,3,1,10,9,2,0,4,4728,201507,FELIX
40624,,40,3,32,7,10,3,1,11,8,1,0,4,4728,201506,FELIX
8156,,41,5,30,8,10,4,3,9,8,2,0,3,4728,201502,FELIX
81209,,34,3,23,2,7,2,0,12,9,2,1,7,4728,201511,FELIX
32507,,42,5,30,8,10,3,2,12,7,2,1,4,4728,201505,FELIX
73092,,36,3,25,3,8,2,0,13,8,2,1,7,4728,201510,FELIX
39,,31,4,20,6,7,4,3,7,6,1,0,4,4728,201501,FELIX
56858,,42,3,33,4,12,3,0,12,10,1,2,4,4728,201508,FELIX
64975,,41,3,32,7,13,3,0,11,6,1,1,5,4728,201509,FELIX
8158,,228,40,99,20,46,17,20,62,54,29,42,27,4500,201502,FIÑANA
41,,248,45,112,23,52,18,22,64,61,30,39,30,4500,201501,FIÑANA
40626,,203,28,116,19,48,15,10,52,47,22,26,23,4500,201506,FIÑANA
24392,,241,38,124,19,51,21,16,60,60,30,35,28,4500,201504,FIÑANA
16275,,241,42,115,18,50,18,17,67,56,32,41,26,4500,201503,FIÑANA
56860,,210,27,108,20,38,13,12,60,55,24,32,31,4500,201508,FIÑANA
81211,,226,29,117,24,55,18,16,56,55,18,31,33,4500,201511,FIÑANA
32509,,223,32,123,22,49,17,13,57,54,24,32,23,4500,201505,FIÑANA
89328,,215,23,113,24,55,14,16,57,50,15,32,31,4500,201512,FIÑANA
48743,,194,28,106,21,37,18,10,51,50,17,28,22,4500,201507,FIÑANA
73094,,227,30,117,21,46,16,13,61,59,24,37,30,4500,201510,FIÑANA
64977,,222,30,118,22,42,16,12,61,55,26,34,28,4500,201509,FIÑANA
81210,,294,29,166,72,80,16,46,62,48,16,33,20,4869,201511,FINES
48742,,287,33,157,71,80,13,47,58,51,14,33,17,4869,201507,FINES
32508,,306,40,165,75,86,18,46,55,51,21,35,20,4869,201505,FINES
56859,,295,31,166,72,75,16,46,65,53,14,36,16,4869,201508,FINES
24391,,310,42,161,75,81,17,49,63,54,20,38,20,4869,201504,FINES
89327,,291,27,163,69,79,13,46,66,50,14,34,21,4869,201512,FINES
40,,309,35,150,74,74,14,61,70,64,13,41,22,4869,201501,FINES
73093,,294,29,171,68,78,18,48,63,52,15,34,12,4869,201510,FINES
40625,,303,41,161,73,83,18,47,57,53,19,35,19,4869,201506,FINES
8157,,302,35,150,74,75,11,57,65,61,16,38,22,4869,201502,FINES
16274,,318,39,167,77,79,15,52,67,62,18,38,22,4869,201503,FINES
64976,,304,30,170,76,74,17,50,68,55,14,38,16,4869,201509,FINES
81212,,73,4,40,12,16,2,7,26,15,2,16,6,4460,201511,FONDON
24393,,100,3,65,19,21,7,14,27,23,3,14,4,4460,201504,FONDON
16276,,84,4,46,19,18,4,15,26,14,3,13,6,4460,201503,FONDON
56861,,106,3,67,18,24,6,12,42,14,2,14,10,4460,201508,FONDON
48744,,109,3,72,20,24,6,13,34,20,5,13,8,4460,201507,FONDON
42,,107,5,54,21,25,6,21,32,20,3,15,12,4460,201501,FONDON
73095,,85,4,49,15,18,4,8,31,15,2,16,8,4460,201510,FONDON
40627,,106,3,69,17,22,8,14,32,23,4,12,8,4460,201506,FONDON
32510,,107,3,67,18,21,9,15,29,26,4,15,7,4460,201505,FONDON
64978,,91,4,58,15,19,5,7,37,13,2,15,7,4460,201509,FONDON
8159,,101,4,53,20,26,4,20,30,19,2,15,9,4460,201502,FONDON
89329,,86,4,49,17,18,3,10,31,14,3,14,9,4460,201512,FONDON
48745,,536,64,307,91,139,33,33,109,126,38,62,70,4560,201507,GADOR
16277,,452,57,227,76,101,29,38,91,121,34,71,59,4560,201503,GADOR
56862,,544,64,318,89,147,36,33,108,125,39,66,63,4560,201508,GADOR
64979,,530,64,317,89,137,40,28,105,120,39,62,59,4560,201509,GADOR
43,,443,55,219,77,99,23,38,98,117,29,78,53,4560,201501,GADOR
24394,,496,65,261,78,118,40,38,96,122,42,69,63,4560,201504,GADOR
8160,,424,51,223,76,95,23,36,96,107,27,70,44,4560,201502,GADOR
73096,,498,60,288,84,121,34,26,103,121,35,66,58,4560,201510,GADOR
81213,,455,60,249,77,106,29,24,94,116,33,64,58,4560,201511,GADOR
32511,,540,69,301,81,139,44,35,100,130,46,63,72,4560,201505,GADOR
89330,,399,56,221,70,86,19,21,92,100,32,56,45,4560,201512,GADOR
40628,,545,64,308,83,145,41,37,99,134,43,60,76,4560,201506,GADOR
81214,,181,10,132,33,53,3,5,52,30,10,28,6,4280,201511,"GALLARDOS, LOS"
48746,,160,8,109,30,44,0,7,55,26,5,27,9,4280,201507,"GALLARDOS, LOS"
32512,,182,10,125,32,49,1,9,54,39,7,28,10,4280,201505,"GALLARDOS, LOS"
89331,,176,9,130,32,52,4,6,51,28,9,24,7,4280,201512,"GALLARDOS, LOS"
8161,,202,13,127,35,52,4,12,60,46,5,39,11,4280,201502,"GALLARDOS, LOS"
16278,,186,13,120,34,50,4,12,58,36,4,31,10,4280,201503,"GALLARDOS, LOS"
40629,,177,10,120,31,47,3,10,58,31,7,28,9,4280,201506,"GALLARDOS, LOS"
44,,199,9,123,36,48,4,14,61,46,4,40,13,4280,201501,"GALLARDOS, LOS"
73097,,181,9,126,35,53,3,6,50,32,8,30,10,4280,201510,"GALLARDOS, LOS"
24395,,186,11,124,31,52,3,12,57,39,4,29,10,4280,201504,"GALLARDOS, LOS"
56863,,161,7,111,31,43,2,6,49,33,3,25,12,4280,201508,"GALLARDOS, LOS"
64980,,165,8,115,28,45,4,5,47,35,6,26,11,4280,201509,"GALLARDOS, LOS"
16279,,1027,68,732,216,279,39,35,201,243,49,153,39,4630,201503,GARRUCHA
89332,,1146,67,889,249,336,41,36,215,254,51,128,26,4630,201512,GARRUCHA
48747,,741,72,489,165,173,24,22,181,164,34,134,24,4630,201507,GARRUCHA
8162,,1145,68,849,227,335,49,37,216,266,52,157,34,4630,201502,GARRUCHA
56864,,766,66,496,165,171,27,27,180,189,34,145,32,4630,201508,GARRUCHA
32513,,977,77,691,217,255,39,34,200,210,56,141,34,4630,201505,GARRUCHA
73098,,1084,71,834,234,303,46,27,201,249,51,126,26,4630,201510,GARRUCHA
81215,,1160,69,923,249,337,48,25,208,263,55,121,22,4630,201511,GARRUCHA
64981,,940,73,673,205,234,40,29,188,225,48,138,27,4630,201509,GARRUCHA
45,,1198,63,899,230,348,52,38,222,290,56,162,36,4630,201501,GARRUCHA
40630,,848,81,564,186,206,29,32,196,179,52,136,35,4630,201506,GARRUCHA
24396,,1022,74,731,219,275,39,37,204,233,52,140,40,4630,201504,GARRUCHA
40631,,84,7,47,11,17,5,3,28,14,9,15,12,4550,201506,GERGAL
46,,96,7,49,14,18,7,6,31,20,6,16,18,4550,201501,GERGAL
73099,,85,4,51,15,19,6,2,27,13,5,14,14,4550,201510,GERGAL
48748,,71,4,40,11,14,3,4,25,13,5,12,11,4550,201507,GERGAL
89333,,76,3,45,13,17,4,2,25,13,4,13,13,4550,201512,GERGAL
64982,,84,4,48,14,20,5,2,25,16,4,15,15,4550,201509,GERGAL
32514,,90,9,51,11,21,6,4,31,12,9,13,13,4550,201505,GERGAL
8163,,100,11,50,13,19,8,5,35,16,9,16,18,4550,201502,GERGAL
56865,,71,2,43,12,17,2,2,25,13,2,15,9,4550,201508,GERGAL
81216,,83,4,50,15,17,7,2,25,15,4,11,16,4550,201511,GERGAL
16280,,91,12,42,14,15,9,6,32,13,8,14,17,4550,201503,GERGAL
24397,,91,10,48,12,18,6,6,33,13,9,15,12,4550,201504,GERGAL
48749,,30,2,22,5,9,1,1,9,2,4,4,1,4409,201507,HUECIJA
89334,,29,1,22,7,10,0,1,9,2,1,4,1,4409,201512,HUECIJA
8164,,34,4,24,6,12,3,1,5,4,4,3,2,4409,201502,HUECIJA
40632,,31,1,21,5,10,2,1,8,3,3,7,1,4409,201506,HUECIJA
81217,,29,1,22,6,10,2,1,9,1,1,4,1,4409,201511,HUECIJA
47,,34,3,22,5,10,2,2,7,7,3,5,2,4409,201501,HUECIJA
32515,,32,2,20,6,9,2,2,7,3,5,7,1,4409,201505,HUECIJA
16281,,33,2,23,8,11,2,2,8,1,3,4,2,4409,201503,HUECIJA
73100,,32,0,24,5,11,2,1,10,3,1,6,1,4409,201510,HUECIJA
56866,,32,1,22,5,10,0,1,10,3,4,7,1,4409,201508,HUECIJA
64983,,36,1,25,5,12,0,1,10,5,4,7,2,4409,201509,HUECIJA
24398,,35,2,22,7,11,2,2,8,2,5,7,2,4409,201504,HUECIJA
32516,,2099,191,1433,369,652,112,101,349,483,134,310,64,4230,201505,HUERCAL DE ALMERIA
24399,,2020,188,1365,373,622,106,111,354,450,115,296,60,4230,201504,HUERCAL DE ALMERIA
48,,2031,161,1374,346,640,77,116,350,513,105,314,66,4230,201501,HUERCAL DE ALMERIA
56867,,2103,163,1461,363,683,90,103,367,479,121,296,80,4230,201508,HUERCAL DE ALMERIA
64984,,2173,178,1520,383,711,108,109,371,483,117,287,79,4230,201509,HUERCAL DE ALMERIA
73101,,2097,166,1470,368,684,105,107,358,469,113,282,72,4230,201510,HUERCAL DE ALMERIA
16282,,2029,177,1368,363,616,92,119,352,495,111,305,60,4230,201503,HUERCAL DE ALMERIA
40633,,2136,162,1488,374,686,98,99,359,496,123,315,72,4230,201506,HUERCAL DE ALMERIA
48750,,2088,169,1441,364,661,94,98,357,484,128,306,74,4230,201507,HUERCAL DE ALMERIA
89335,,1890,160,1290,336,585,89,101,349,432,99,279,60,4230,201512,HUERCAL DE ALMERIA
81218,,1948,165,1351,349,620,94,102,346,431,108,270,60,4230,201511,HUERCAL DE ALMERIA
8165,,2030,157,1384,358,632,88,116,354,500,98,311,62,4230,201502,HUERCAL DE ALMERIA
73102,,1560,142,991,323,503,84,109,321,265,64,151,167,4600,201510,HUERCAL-OVERA
56868,,1702,149,1040,314,530,82,124,365,345,66,180,209,4600,201508,HUERCAL-OVERA
81219,,1510,134,956,311,500,93,120,290,255,61,139,161,4600,201511,HUERCAL-OVERA
40634,,1697,175,1031,336,550,105,106,318,312,76,169,216,4600,201506,HUERCAL-OVERA
8166,,1798,206,1071,339,579,122,115,351,320,87,200,206,4600,201502,HUERCAL-OVERA
64985,,1695,156,1059,316,540,89,123,350,325,75,158,199,4600,201509,HUERCAL-OVERA
89336,,1467,130,915,298,475,87,115,291,261,55,151,156,4600,201512,HUERCAL-OVERA
16283,,1791,211,1076,330,591,132,111,340,309,89,191,202,4600,201503,HUERCAL-OVERA
49,,1787,193,1062,337,557,113,113,366,331,83,222,197,4600,201501,HUERCAL-OVERA
24400,,1728,209,1035,334,579,127,104,324,285,79,181,199,4600,201504,HUERCAL-OVERA
32517,,1744,198,1031,333,580,118,106,322,313,78,181,228,4600,201505,HUERCAL-OVERA
48751,,1700,165,1003,313,537,88,124,350,337,75,184,224,4600,201507,HUERCAL-OVERA
64986,,34,4,25,8,4,2,3,9,6,5,2,0,4431,201509,ILLAR
89337,,34,4,25,6,5,2,3,8,7,6,1,1,4431,201512,ILLAR
40635,,32,5,22,7,4,1,3,8,6,6,2,0,4431,201506,ILLAR
16284,,27,4,18,6,3,0,3,8,4,6,2,0,4431,201503,ILLAR
73103,,24,4,15,6,2,1,3,5,6,4,2,0,4431,201510,ILLAR
32518,,30,6,19,6,5,1,3,5,4,9,2,0,4431,201505,ILLAR
81220,,27,4,18,5,4,2,3,5,6,5,2,0,4431,201511,ILLAR
8167,,21,2,14,3,2,0,3,8,4,4,2,0,4431,201502,ILLAR
24401,,24,4,15,5,3,0,3,5,4,7,2,0,4431,201504,ILLAR
56869,,34,4,25,5,4,2,3,9,8,6,2,0,4431,201508,ILLAR
50,,22,2,14,2,1,0,3,9,7,3,3,0,4431,201501,ILLAR
48752,,34,5,23,5,4,1,4,9,7,8,2,0,4431,201507,ILLAR
24402,,29,3,23,3,9,1,0,6,8,2,3,0,4430,201504,INSTINCION
51,,34,2,31,4,11,1,0,8,8,2,0,1,4430,201501,INSTINCION
16285,,38,3,30,3,13,1,0,10,9,2,4,1,4430,201503,INSTINCION
