cartodb_id,the_geom,total_paro_registrado,paro_sin_empleo_anterior,paro_servicios,paro_mujer_edad_45,paro_mujer_edad_25_45,paro_mujer_edad_25,paro_industria,paro_hombre_edad_45,paro_hombre_edad_25_45,paro_hombre_edad_25,paro_construccion,paro_agricultura,cod_postal,codigo_mes,municipio
16309,,10157,860,5962,2022,2902,411,398,1997,2376,449,1349,1588,4740,201503,ROQUETAS DE MAR
75,,10093,808,6044,2005,2902,374,408,1984,2382,446,1347,1486,4740,201501,ROQUETAS DE MAR
32543,,10182,890,6162,2054,3092,515,399,1848,2190,483,1170,1561,4740,201505,ROQUETAS DE MAR
8192,,10079,812,6023,2011,2888,380,397,1990,2368,442,1328,1519,4740,201502,ROQUETAS DE MAR
56895,,18,4,10,3,1,0,1,6,4,4,2,1,4568,201508,SANTA CRUZ DE MARCHENA
8193,,14,1,9,3,0,0,1,6,5,0,1,2,4568,201502,SANTA CRUZ DE MARCHENA
40661,,24,4,16,3,2,0,1,9,6,4,2,1,4568,201506,SANTA CRUZ DE MARCHENA
48778,,21,4,13,3,1,0,1,7,6,4,2,1,4568,201507,SANTA CRUZ DE MARCHENA
89363,,21,4,8,3,1,0,1,9,5,3,6,2,4568,201512,SANTA CRUZ DE MARCHENA
32544,,21,5,12,3,1,0,1,7,5,5,2,1,4568,201505,SANTA CRUZ DE MARCHENA
76,,14,1,9,3,1,0,1,6,4,0,1,2,4568,201501,SANTA CRUZ DE MARCHENA
24427,,15,3,8,2,0,0,1,5,4,4,2,1,4568,201504,SANTA CRUZ DE MARCHENA
65012,,23,5,14,3,2,0,1,8,5,5,2,1,4568,201509,SANTA CRUZ DE MARCHENA
81246,,17,4,8,3,1,0,1,6,4,3,2,2,4568,201511,SANTA CRUZ DE MARCHENA
16310,,18,4,11,3,1,0,1,6,4,4,1,1,4568,201503,SANTA CRUZ DE MARCHENA
73129,,24,5,15,3,2,0,1,9,5,5,2,1,4568,201510,SANTA CRUZ DE MARCHENA
8194,,55,6,32,14,8,4,1,10,15,4,6,10,4420,201502,SANTA FE DE MONDUJAR
16311,,66,9,42,14,8,10,1,14,16,4,6,8,4420,201503,SANTA FE DE MONDUJAR
56896,,64,11,42,14,10,8,0,14,13,5,4,7,4420,201508,SANTA FE DE MONDUJAR
48779,,63,11,39,14,8,9,2,15,12,5,4,7,4420,201507,SANTA FE DE MONDUJAR
77,,49,6,27,14,6,4,1,12,10,3,7,8,4420,201501,SANTA FE DE MONDUJAR
89364,,48,6,34,10,7,5,0,12,11,3,3,5,4420,201512,SANTA FE DE MONDUJAR
40662,,67,9,43,15,11,8,1,15,12,6,4,10,4420,201506,SANTA FE DE MONDUJAR
73130,,65,11,45,14,13,6,0,14,13,5,3,6,4420,201510,SANTA FE DE MONDUJAR
32545,,66,10,41,13,9,10,1,16,13,5,6,8,4420,201505,SANTA FE DE MONDUJAR
81247,,50,7,34,13,9,5,0,11,10,2,3,6,4420,201511,SANTA FE DE MONDUJAR
24428,,66,9,42,15,10,9,1,16,12,4,6,8,4420,201504,SANTA FE DE MONDUJAR
65013,,62,11,40,14,10,8,0,13,12,5,4,7,4420,201509,SANTA FE DE MONDUJAR
78,,20,1,9,1,4,2,0,6,7,0,7,3,4213,201501,SENES
32546,,23,4,9,2,4,2,0,9,5,1,8,2,4213,201505,SENES
16312,,25,4,10,2,5,3,0,7,6,2,8,3,4213,201503,SENES
8195,,25,2,12,1,5,3,0,7,8,1,8,3,4213,201502,SENES
89365,,20,2,11,4,2,1,0,8,4,1,5,2,4213,201512,SENES
65014,,25,3,9,2,2,3,0,10,6,2,10,3,4213,201509,SENES
24429,,24,4,10,2,4,3,0,7,5,3,7,3,4213,201504,SENES
81248,,24,4,11,2,4,4,0,8,5,1,7,2,4213,201511,SENES
40663,,22,3,8,2,3,2,0,8,7,0,9,2,4213,201506,SENES
48780,,25,2,9,2,3,2,0,9,8,1,11,3,4213,201507,SENES
56897,,24,2,8,2,2,3,0,9,7,1,11,3,4213,201508,SENES
73131,,25,4,8,2,2,4,0,10,6,1,11,2,4213,201510,SENES
40664,,178,20,118,43,33,6,8,53,29,14,16,16,4890,201506,SERON
65015,,175,19,116,43,37,9,11,50,25,11,16,13,4890,201509,SERON
16313,,185,24,117,42,37,12,12,52,33,9,17,15,4890,201503,SERON
32547,,189,24,123,43,34,11,8,49,35,17,17,17,4890,201505,SERON
8196,,187,20,117,43,37,11,17,56,32,8,18,15,4890,201502,SERON
81249,,175,20,118,39,41,12,12,53,18,12,15,10,4890,201511,SERON
56898,,171,18,115,42,36,8,9,55,21,9,15,14,4890,201508,SERON
89366,,168,18,107,37,39,11,14,50,19,12,18,11,4890,201512,SERON
79,,189,22,119,48,33,12,14,49,41,6,19,15,4890,201501,SERON
73132,,173,18,117,41,38,12,10,52,20,10,15,13,4890,201510,SERON
24430,,197,25,125,41,41,15,14,50,34,16,16,17,4890,201504,SERON
48781,,175,20,116,43,33,5,8,55,26,13,16,15,4890,201507,SERON
24431,,43,3,25,7,9,2,6,14,8,3,9,0,4878,201504,SIERRO
48782,,38,4,23,7,6,1,6,13,7,4,5,0,4878,201507,SIERRO
73133,,44,3,21,7,8,1,7,15,9,4,13,0,4878,201510,SIERRO
16314,,37,3,18,7,7,1,6,13,6,3,10,0,4878,201503,SIERRO
40665,,42,5,25,7,7,1,6,12,9,6,6,0,4878,201506,SIERRO
81250,,45,2,20,7,11,0,7,16,8,3,15,1,4878,201511,SIERRO
65016,,45,4,24,7,9,1,7,14,10,4,10,0,4878,201509,SIERRO
8197,,43,3,21,7,9,1,8,14,9,3,11,0,4878,201502,SIERRO
32548,,44,4,26,7,9,2,7,12,9,5,7,0,4878,201505,SIERRO
89367,,44,2,19,8,10,1,8,15,8,2,14,1,4878,201512,SIERRO
80,,44,3,20,6,9,2,9,15,9,3,11,1,4878,201501,SIERRO
56899,,41,4,23,7,7,1,6,14,8,4,8,0,4878,201508,SIERRO
65017,,31,3,17,6,8,2,2,7,6,2,5,4,4877,201509,SOMONTIN
16315,,34,4,20,6,7,3,2,11,4,3,6,2,4877,201503,SOMONTIN
40666,,34,4,22,6,8,2,2,8,7,3,4,2,4877,201506,SOMONTIN
81251,,27,3,15,6,8,2,1,7,3,1,4,4,4877,201511,SOMONTIN
24432,,32,5,18,5,8,3,2,10,2,4,5,2,4877,201504,SOMONTIN
73134,,32,4,18,8,8,2,2,8,4,2,4,4,4877,201510,SOMONTIN
81,,35,6,18,7,8,2,2,9,5,4,6,3,4877,201501,SOMONTIN
32549,,36,6,20,6,9,3,3,10,4,4,5,2,4877,201505,SOMONTIN
8198,,37,5,22,8,8,3,2,10,5,3,6,2,4877,201502,SOMONTIN
48783,,30,3,19,5,8,2,2,6,6,3,4,2,4877,201507,SOMONTIN
89368,,23,2,13,6,8,2,1,6,1,0,3,4,4877,201512,SOMONTIN
56900,,31,3,17,6,7,2,2,7,7,2,5,4,4877,201508,SOMONTIN
40667,,239,33,122,37,65,14,21,61,45,17,34,29,4270,201506,SORBAS
81252,,237,35,117,40,60,11,20,60,46,20,35,30,4270,201511,SORBAS
16316,,231,36,104,34,61,14,21,59,42,21,39,31,4270,201503,SORBAS
65018,,246,36,127,39,60,12,22,67,48,20,36,25,4270,201509,SORBAS
24433,,235,34,115,37,64,13,20,62,41,18,39,27,4270,201504,SORBAS
89369,,223,34,109,40,50,12,19,55,46,20,33,28,4270,201512,SORBAS
82,,231,30,107,31,61,10,23,64,44,21,42,29,4270,201501,SORBAS
56901,,241,33,123,39,65,14,23,65,41,17,35,27,4270,201508,SORBAS
73135,,245,38,124,40,62,13,20,60,46,24,37,26,4270,201510,SORBAS
32550,,234,30,121,38,67,13,18,59,41,16,37,28,4270,201505,SORBAS
48784,,239,34,122,38,64,15,21,61,44,17,35,27,4270,201507,SORBAS
8199,,236,34,106,37,57,11,24,62,45,24,43,29,4270,201502,SORBAS
56902,,22,1,9,4,8,0,3,6,2,2,9,0,4878,201508,SUFLI
81253,,16,0,7,4,7,0,2,4,1,0,7,0,4878,201511,SUFLI
40668,,25,2,11,4,10,0,4,6,2,3,8,0,4878,201506,SUFLI
89370,,18,1,8,4,6,0,2,5,2,1,7,0,4878,201512,SUFLI
83,,26,2,17,4,9,2,4,6,2,3,2,1,4878,201501,SUFLI
16317,,25,2,14,5,7,1,5,7,2,3,4,0,4878,201503,SUFLI
65019,,21,0,10,4,8,1,3,6,2,0,8,0,4878,201509,SUFLI
73136,,18,0,7,4,8,0,3,5,1,0,8,0,4878,201510,SUFLI
24434,,26,2,14,5,8,0,5,7,3,3,5,0,4878,201504,SUFLI
48785,,24,2,9,4,10,0,4,6,1,3,9,0,4878,201507,SUFLI
8200,,25,2,15,5,8,1,4,6,2,3,4,0,4878,201502,SUFLI
32551,,23,2,11,3,10,0,3,5,2,3,7,0,4878,201505,SUFLI
73137,,452,31,258,71,101,25,32,128,94,33,49,82,4200,201510,TABERNAS
32552,,485,54,254,70,109,43,27,118,97,48,53,97,4200,201505,TABERNAS
89371,,414,23,223,65,104,19,23,114,88,24,52,93,4200,201512,TABERNAS
48786,,446,38,238,67,92,26,26,133,93,35,51,93,4200,201507,TABERNAS
81254,,412,28,236,64,101,23,28,112,83,29,47,73,4200,201511,TABERNAS
8201,,499,40,260,76,115,29,28,121,118,40,58,113,4200,201502,TABERNAS
56903,,462,39,250,64,96,26,26,135,106,35,58,89,4200,201508,TABERNAS
84,,510,43,263,76,113,34,25,134,116,37,55,124,4200,201501,TABERNAS
24435,,502,58,260,71,112,44,25,119,104,52,55,104,4200,201504,TABERNAS
40669,,466,45,248,70,97,35,27,128,97,39,49,97,4200,201506,TABERNAS
65020,,467,35,264,70,105,27,26,129,101,35,54,88,4200,201509,TABERNAS
16318,,503,51,255,71,120,34,25,126,96,56,57,115,4200,201503,TABERNAS
32553,,64,11,35,10,16,8,1,13,11,6,15,2,4692,201505,TABERNO
40670,,66,9,35,10,15,5,1,14,13,9,20,1,4692,201506,TABERNO
73138,,56,6,31,10,12,3,2,14,10,7,15,2,4692,201510,TABERNO
65021,,53,5,31,9,12,3,2,13,10,6,14,1,4692,201509,TABERNO
81255,,56,7,29,9,12,5,2,13,10,7,15,3,4692,201511,TABERNO
8202,,62,5,38,11,15,4,1,12,17,3,16,2,4692,201502,TABERNO
48787,,60,6,34,10,12,4,1,15,13,6,19,0,4692,201507,TABERNO
16319,,64,7,35,10,17,6,1,12,14,5,17,4,4692,201503,TABERNO
89372,,55,6,29,10,10,4,2,12,11,8,15,3,4692,201512,TABERNO
85,,59,7,39,9,13,6,1,12,16,3,10,2,4692,201501,TABERNO
24436,,58,8,29,9,14,6,1,13,12,4,17,3,4692,201504,TABERNO
56904,,60,6,37,10,12,4,1,14,14,6,16,0,4692,201508,TABERNO
73139,,27,2,15,5,6,0,2,7,8,1,8,0,4275,201510,TAHAL
40671,,30,2,16,6,8,0,2,7,8,1,9,1,4275,201506,TAHAL
48788,,31,3,15,7,5,0,3,8,10,1,10,0,4275,201507,TAHAL
32554,,27,2,15,5,5,0,2,7,9,1,6,2,4275,201505,TAHAL
56905,,30,2,16,6,5,0,2,9,9,1,10,0,4275,201508,TAHAL
24437,,23,1,13,4,7,0,2,4,7,1,5,2,4275,201504,TAHAL
65022,,27,2,15,5,6,0,1,7,8,1,9,0,4275,201509,TAHAL
16320,,30,2,19,6,6,1,2,7,9,1,5,2,4275,201503,TAHAL
8203,,30,2,21,6,8,1,1,7,7,1,4,2,4275,201502,TAHAL
81256,,26,2,14,5,6,0,2,6,8,1,8,0,4275,201511,TAHAL
86,,28,2,21,6,6,1,2,6,8,1,3,0,4275,201501,TAHAL
89373,,30,3,18,7,4,0,3,8,9,2,6,0,4275,201512,TAHAL
40672,,39,4,28,6,7,1,3,14,8,3,4,0,4569,201506,TERQUE
48789,,32,3,23,7,4,1,1,12,6,2,4,1,4569,201507,TERQUE
8204,,35,1,29,8,5,0,1,14,7,1,4,0,4569,201502,TERQUE
32555,,38,2,29,8,7,0,3,13,8,2,4,0,4569,201505,TERQUE
65023,,40,3,31,9,5,1,1,18,6,1,4,1,4569,201509,TERQUE
87,,37,1,29,9,5,0,2,15,7,1,4,1,4569,201501,TERQUE
24438,,38,2,29,8,6,0,3,15,7,2,4,0,4569,201504,TERQUE
89374,,36,3,28,10,6,3,1,10,6,1,3,1,4569,201512,TERQUE
16321,,36,2,28,10,4,0,2,14,7,1,4,0,4569,201503,TERQUE
81257,,40,3,30,9,7,3,3,12,7,2,3,1,4569,201511,TERQUE
56906,,36,4,25,9,5,2,2,13,5,2,4,1,4569,201508,TERQUE
73140,,45,3,34,10,7,2,3,18,6,2,4,1,4569,201510,TERQUE
89375,,307,35,182,70,77,20,36,75,51,14,37,17,4880,201512,TIJOLA
81258,,308,35,177,68,70,24,40,77,54,15,42,14,4880,201511,TIJOLA
40673,,350,39,203,76,90,27,44,81,60,16,44,20,4880,201506,TIJOLA
48790,,351,36,206,73,89,27,47,80,64,18,44,18,4880,201507,TIJOLA
32556,,338,42,197,73,92,28,40,71,57,17,39,20,4880,201505,TIJOLA
73141,,324,36,181,65,77,24,41,81,61,16,47,19,4880,201510,TIJOLA
16322,,362,45,212,77,85,28,43,89,58,25,39,23,4880,201503,TIJOLA
8205,,345,39,201,78,81,25,45,87,58,16,39,21,4880,201502,TIJOLA
56907,,353,38,203,71,87,29,45,84,65,17,49,18,4880,201508,TIJOLA
24439,,347,44,196,78,92,26,45,72,60,19,39,23,4880,201504,TIJOLA
88,,345,38,193,74,84,29,49,85,62,11,43,22,4880,201501,TIJOLA
65024,,346,39,198,70,82,27,42,85,66,16,50,17,4880,201509,TIJOLA
73142,,387,23,278,73,102,13,10,88,96,15,64,12,4639,201510,TURRE
81259,,396,25,280,75,107,11,12,90,94,19,63,16,4639,201511,TURRE
89376,,387,24,274,74,104,13,10,83,97,16,61,18,4639,201512,TURRE
40674,,328,27,198,57,70,14,15,82,88,17,72,16,4639,201506,TURRE
89,,418,22,274,70,104,15,18,96,111,22,81,23,4639,201501,TURRE
16323,,378,21,263,67,101,19,17,84,87,20,63,14,4639,201503,TURRE
65025,,342,21,227,61,82,12,10,88,83,16,66,18,4639,201509,TURRE
48791,,311,27,189,58,64,16,14,85,74,14,67,14,4639,201507,TURRE
56908,,307,22,190,54,65,12,11,86,79,11,68,16,4639,201508,TURRE
8206,,405,20,276,67,106,14,16,91,107,20,74,19,4639,201502,TURRE
32557,,355,24,234,58,86,18,14,79,88,26,68,15,4639,201505,TURRE
24440,,378,22,259,65,98,16,15,85,90,24,68,14,4639,201504,TURRE
8207,,11,1,8,0,1,0,0,6,2,2,2,0,4211,201502,TURRILLAS
73143,,8,0,8,0,1,0,0,3,3,1,0,0,4211,201510,TURRILLAS
8217,,33,1,18,3,6,1,4,11,10,2,5,5,4530,201502,"TRES VILLAS, LAS"
73153,,40,1,23,3,5,4,3,13,13,2,6,7,4530,201510,"TRES VILLAS, LAS"
100,,30,1,15,2,5,1,4,12,8,2,6,4,4530,201501,"TRES VILLAS, LAS"
40685,,38,1,22,3,6,3,5,13,11,2,6,4,4530,201506,"TRES VILLAS, LAS"
32568,,36,1,22,3,6,2,4,13,9,3,5,4,4530,201505,"TRES VILLAS, LAS"
16334,,37,1,21,3,8,1,4,12,11,2,6,5,4530,201503,"TRES VILLAS, LAS"
65036,,38,1,24,3,7,4,3,12,10,2,5,5,4530,201509,"TRES VILLAS, LAS"
81270,,32,1,19,3,4,3,3,10,11,1,4,5,4530,201511,"TRES VILLAS, LAS"
24451,,41,1,25,4,6,2,4,13,12,4,6,5,4530,201504,"TRES VILLAS, LAS"
48802,,40,0,24,4,6,3,5,14,11,2,6,5,4530,201507,"TRES VILLAS, LAS"
16324,,12,1,10,0,1,0,0,4,4,3,1,0,4211,201503,TURRILLAS
81260,,9,0,8,0,0,0,0,4,3,2,1,0,4211,201511,TURRILLAS
65026,,9,0,9,0,1,0,0,4,3,1,0,0,4211,201509,TURRILLAS
90,,9,1,8,0,1,0,0,4,2,2,0,0,4211,201501,TURRILLAS
24441,,13,1,11,0,1,0,0,6,4,2,1,0,4211,201504,TURRILLAS
56909,,11,0,11,0,1,0,0,4,4,2,0,0,4211,201508,TURRILLAS
32558,,12,0,11,1,1,0,0,5,3,2,0,1,4211,201505,TURRILLAS
48792,,11,0,11,0,0,0,0,5,4,2,0,0,4211,201507,TURRILLAS
40675,,12,0,12,0,1,0,0,6,4,1,0,0,4211,201506,TURRILLAS
89377,,7,0,6,0,0,0,0,4,2,1,1,0,4211,201512,TURRILLAS
89378,,93,10,63,20,25,1,4,20,23,4,12,4,4279,201512,ULEILA DEL CAMPO
91,,91,12,55,18,29,3,9,24,14,3,10,5,4279,201501,ULEILA DEL CAMPO
73144,,95,11,63,19,27,2,5,21,21,5,13,3,4279,201510,ULEILA DEL CAMPO
16325,,90,11,56,15,25,2,8,24,20,4,12,3,4279,201503,ULEILA DEL CAMPO
56910,,88,9,57,16,23,3,6,25,20,1,11,5,4279,201508,ULEILA DEL CAMPO
48793,,82,9,53,16,22,2,6,23,18,1,10,4,4279,201507,ULEILA DEL CAMPO
40676,,83,9,52,14,23,2,6,25,17,2,12,4,4279,201506,ULEILA DEL CAMPO
65027,,96,10,61,18,25,3,7,25,21,4,13,5,4279,201509,ULEILA DEL CAMPO
24442,,89,11,58,17,28,1,9,23,16,4,8,3,4279,201504,ULEILA DEL CAMPO
8208,,89,11,56,17,25,4,8,24,18,1,10,4,4279,201502,ULEILA DEL CAMPO
32559,,83,10,53,15,23,2,7,23,16,4,8,5,4279,201505,ULEILA DEL CAMPO
81261,,84,10,59,19,27,1,5,18,15,4,9,1,4279,201511,ULEILA DEL CAMPO
32560,,25,5,11,3,7,4,2,5,6,0,6,1,4879,201505,URRACAL
81262,,23,4,15,5,6,2,1,5,5,0,3,0,4879,201511,URRACAL
92,,17,3,6,3,4,1,2,6,3,0,5,1,4879,201501,URRACAL
89379,,17,5,8,4,5,1,1,4,3,0,3,0,4879,201512,URRACAL
65028,,28,5,16,4,8,4,2,6,6,0,5,0,4879,201509,URRACAL
24443,,20,3,8,3,5,2,2,5,5,0,5,2,4879,201504,URRACAL
40677,,30,5,16,3,10,4,2,7,6,0,6,1,4879,201506,URRACAL
8209,,20,3,8,3,7,1,2,6,3,0,5,2,4879,201502,URRACAL
48794,,29,5,15,3,8,4,2,7,6,1,6,1,4879,201507,URRACAL
56911,,30,5,15,3,9,4,2,7,7,0,8,0,4879,201508,URRACAL
16326,,24,3,11,3,8,2,2,6,5,0,6,2,4879,201503,URRACAL
73145,,28,5,17,5,7,4,2,6,6,0,4,0,4879,201510,URRACAL
73146,,14,1,8,2,3,0,0,4,4,1,4,1,4212,201510,VELEFIQUE
8210,,8,0,4,1,2,0,0,2,3,0,3,1,4212,201502,VELEFIQUE
32561,,13,1,6,2,3,1,0,3,3,1,5,1,4212,201505,VELEFIQUE
65029,,17,1,7,1,4,1,0,5,6,0,6,3,4212,201509,VELEFIQUE
16327,,11,0,3,1,3,0,0,4,2,1,7,1,4212,201503,VELEFIQUE
40678,,15,1,7,2,4,1,0,6,2,0,6,1,4212,201506,VELEFIQUE
93,,10,0,6,1,2,0,0,4,3,0,3,1,4212,201501,VELEFIQUE
48795,,17,1,8,3,4,0,0,7,3,0,6,2,4212,201507,VELEFIQUE
24444,,10,0,4,2,2,0,0,3,2,1,5,1,4212,201504,VELEFIQUE
81263,,15,1,6,2,2,0,0,5,5,1,6,2,4212,201511,VELEFIQUE
56912,,17,1,8,2,4,0,0,6,5,0,6,2,4212,201508,VELEFIQUE
89380,,13,1,5,1,2,0,0,4,5,1,5,2,4212,201512,VELEFIQUE
89381,,117,11,71,18,20,8,4,31,30,10,19,12,4830,201512,VELEZ-BLANCO
40679,,111,11,70,14,22,12,3,28,26,9,17,10,4830,201506,VELEZ-BLANCO
24445,,113,10,72,15,27,8,3,24,27,12,16,12,4830,201504,VELEZ-BLANCO
73147,,116,11,77,17,20,7,2,28,32,12,13,13,4830,201510,VELEZ-BLANCO
16328,,111,12,69,13,28,6,3,23,29,12,15,12,4830,201503,VELEZ-BLANCO
48796,,113,11,76,16,21,9,2,29,29,9,15,9,4830,201507,VELEZ-BLANCO
56913,,120,12,80,18,21,8,2,30,36,7,15,11,4830,201508,VELEZ-BLANCO
8211,,121,15,70,13,27,10,4,24,35,12,20,12,4830,201502,VELEZ-BLANCO
81264,,110,11,67,16,21,8,3,27,29,9,15,14,4830,201511,VELEZ-BLANCO
94,,121,17,65,16,27,9,4,27,30,12,22,13,4830,201501,VELEZ-BLANCO
65030,,114,11,79,19,20,6,2,27,32,10,12,10,4830,201509,VELEZ-BLANCO
32562,,109,10,70,14,23,10,4,25,24,13,12,13,4830,201505,VELEZ-BLANCO
16329,,524,63,290,84,136,32,44,136,98,38,86,41,4820,201503,VELEZ-RUBIO
65031,,523,58,318,84,130,34,43,137,106,32,77,27,4820,201509,VELEZ-RUBIO
8212,,504,56,291,83,139,29,36,125,100,28,84,37,4820,201502,VELEZ-RUBIO
95,,503,54,295,80,139,25,37,131,98,30,82,35,4820,201501,VELEZ-RUBIO
81265,,503,65,289,84,127,38,43,124,100,30,75,31,4820,201511,VELEZ-RUBIO
48797,,507,60,293,86,134,31,43,125,95,36,82,29,4820,201507,VELEZ-RUBIO
73148,,519,62,307,81,139,35,44,134,99,31,77,29,4820,201510,VELEZ-RUBIO
32563,,550,79,306,90,138,43,50,129,106,44,76,39,4820,201505,VELEZ-RUBIO
89382,,514,60,304,84,133,36,39,129,105,27,76,35,4820,201512,VELEZ-RUBIO
56914,,521,52,314,84,140,29,42,136,102,30,79,34,4820,201508,VELEZ-RUBIO
40680,,518,67,300,90,138,34,47,123,99,34,71,33,4820,201506,VELEZ-RUBIO
24446,,552,74,303,92,144,41,54,131,102,42,77,44,4820,201504,VELEZ-RUBIO
81266,,1529,102,1060,318,480,67,55,293,300,71,177,135,4620,201511,VERA
65032,,1378,96,920,290,373,66,54,293,292,64,173,135,4620,201509,VERA
96,,1600,109,1060,317,464,71,62,304,374,70,217,152,4620,201501,VERA
89383,,1490,103,1022,320,450,65,53,294,290,71,171,141,4620,201512,VERA
16330,,1522,110,985,301,448,68,63,299,337,69,211,153,4620,201503,VERA
24447,,1492,112,964,295,434,74,58,296,327,66,203,155,4620,201504,VERA
56915,,1271,87,810,277,317,53,53,293,275,56,174,147,4620,201508,VERA
40681,,1309,110,814,282,351,63,54,281,269,63,176,155,4620,201506,VERA
32564,,1461,118,946,294,424,71,53,287,304,81,188,156,4620,201505,VERA
48798,,1243,97,783,283,308,54,49,290,254,54,170,144,4620,201507,VERA
73149,,1450,94,997,302,427,62,51,295,299,65,175,133,4620,201510,VERA
8213,,1547,104,1026,315,446,63,60,307,346,70,213,144,4620,201502,VERA
48799,,708,86,454,134,216,45,27,129,133,51,95,46,4240,201507,VIATOR
32565,,691,91,439,129,207,54,27,119,130,52,92,42,4240,201505,VIATOR
56916,,719,85,459,132,220,42,27,129,150,46,100,48,4240,201508,VIATOR
73150,,740,82,506,138,232,50,24,123,148,49,91,37,4240,201510,VIATOR
24448,,688,95,431,125,205,54,29,121,137,46,99,34,4240,201504,VIATOR
89384,,635,69,416,115,184,32,22,127,137,40,93,35,4240,201512,VIATOR
16331,,669,92,414,119,197,44,32,123,143,43,96,35,4240,201503,VIATOR
40682,,724,88,469,138,221,54,25,126,132,53,96,46,4240,201506,VIATOR
8214,,643,77,395,112,194,41,29,130,133,33,104,38,4240,201502,VIATOR
81267,,716,80,479,130,224,43,24,123,145,51,93,40,4240,201511,VIATOR
97,,654,71,405,119,199,35,33,126,142,33,105,40,4240,201501,VIATOR
65033,,765,92,506,131,239,53,26,125,162,55,95,46,4240,201509,VIATOR
16332,,2678,276,1352,400,752,137,102,518,704,167,307,641,4738,201503,VICAR
8215,,2644,274,1327,409,711,129,98,528,695,172,330,615,4738,201502,VICAR
32566,,2812,282,1539,451,854,178,94,517,613,199,257,640,4738,201505,VICAR
65034,,3104,228,1896,516,991,187,93,551,702,157,259,628,4738,201509,VICAR
24449,,2724,298,1397,425,783,162,100,530,640,184,290,639,4738,201504,VICAR
56917,,3123,217,1819,490,969,183,97,557,770,154,255,735,4738,201508,VICAR
48800,,3072,222,1738,487,918,171,85,553,778,165,256,771,4738,201507,VICAR
81268,,2402,222,1321,411,676,127,82,510,533,145,262,515,4738,201511,VICAR
98,,2570,270,1262,404,679,109,96,527,690,161,345,597,4738,201501,VICAR
73151,,2690,234,1590,470,821,155,79,523,576,145,255,532,4738,201510,VICAR
89385,,2289,207,1243,387,642,108,85,514,506,132,268,486,4738,201512,VICAR
40683,,3152,256,1767,510,971,195,86,539,748,189,259,784,4738,201506,VICAR
73152,,215,25,118,32,64,16,5,40,44,19,41,26,4650,201510,ZURGENA
24450,,211,22,116,32,52,16,6,50,40,21,39,28,4650,201504,ZURGENA
99,,201,25,106,29,48,16,7,47,49,12,31,32,4650,201501,ZURGENA
81269,,197,22,111,27,56,15,5,41,42,16,38,21,4650,201511,ZURGENA
48801,,223,25,117,31,58,21,6,49,43,21,42,33,4650,201507,ZURGENA
89386,,188,23,105,29,47,15,6,43,38,16,40,14,4650,201512,ZURGENA
32567,,212,24,112,36,49,16,6,47,39,25,43,27,4650,201505,ZURGENA
16333,,211,23,114,33,53,19,5,47,40,19,33,36,4650,201503,ZURGENA
65035,,220,24,116,36,57,15,5,44,48,20,43,32,4650,201509,ZURGENA
56918,,224,24,114,31,56,20,6,46,52,19,44,36,4650,201508,ZURGENA
40684,,224,27,116,36,61,21,7,46,37,23,44,30,4650,201506,ZURGENA
8216,,196,23,106,32,51,14,6,44,40,15,30,31,4650,201502,ZURGENA
89387,,42,2,28,3,7,4,3,14,12,2,4,5,4530,201512,"TRES VILLAS, LAS"
56919,,38,0,24,4,5,2,4,14,11,2,6,4,4530,201508,"TRES VILLAS, LAS"
89300,,22606,2988,14228,5049,5728,992,867,5061,4733,1043,3088,1435,4000,201512,ALMERIA
13,,25073,3472,15276,5149,6331,1195,1099,5289,5806,1303,3638,1588,4000,201501,ALMERIA
56832,,24503,3097,15369,5340,6569,1079,936,5166,5253,1096,3252,1849,4000,201508,ALMERIA
64949,,24982,3238,15917,5422,6748,1214,928,5176,5234,1188,3204,1695,4000,201509,ALMERIA
